人的,173
盛ん,1515
先進,497
国内,4201
顕著,541
北,4276
オーストラリア,793
急速,951
経済,5777
成長,1896
有意,102
相関,201
その他,3125
地域,8661
進ん,1710
2010,3444
インド,3054
領,1684
アンダ,10
マン,1596
諸島,820
一つ,5150
同,7529
警告,218
発せ,82
つ,9066
生まれ,3015
地球,2793
ヶ所,182
複数,3386
わかっ,355
おら,1682
説,4608
例えば,4430
デンマーク,260
学者,1932
オットー・イェスペルセン,2
唱え,582
生物,2478
観点,860
起源,1116
探ろ,6
う,8014
試み,1077
最近,876
分子生物学,94
よれ,2154
ば,16520
FOXP,3
名づけ,236
遺伝子,1267
生じ,1581
種,4355
変異,194
能力,2255
獲得,2864
つながっ,420
性,20126
さらに,9104
現,3328
生,1500
人類,1154
ネアンデルタール,15
分化,329
以前,4337
30,5044
40,2360
万,10414
前,8748
すでに,1324
解析,1180
発表,6369
登場,6558
既に,1382
身,1036
つけ,1653
有,693
持っ,3697
必要,9513
条件,2704
直接的,316
証明,1503
まだ,1247
留意,100
進化,786
止まっ,120
生き残っ,109
生き,548
化石,447
一見,217
種類,3139
全然,38
別,3877
ケース,1509
起き,1325
速度,3247
一定,1972
侵略,467
交易,601
移動,2856
接触,738
多けれ,11
時,16591
フランス語,780
ルーマニア,229
アルバニア,217
アルメニア,229
逆,3144
ほとんど,5257
ドイツ,5676
アイスランド,99
スラヴ,175
バルト,97
リトアニア,197
サンスクリット,266
基本,5386
1000,1468
変っ,13
もともと,866
祖語,50
グループ,2720
語族,158
群,2985
そして,4780
細分,206
いく,3172
大,12515
なんらかの,89
属する,1280
なかには,25
現存,745
系統,2082
関係,8591
立証,82
近接,220
異なっ,1075
あい,210
類似,953
事例,898
見,7594
族,2924
共通,2118
語彙,366
割り出す,13
方法,4650
考案,764
史,1376
作る,1226
綴り,195
古代,2511
Old,18
中世,1031
Middle,14
Modern,14
分割,1587
教会,1538
付け,2271
まま,2344
古,1044
それぞれ,5860
両,7886
深まる,21
につれて,320
様々,4077
いう,9181
相手,1828
借用,205
商業,1557
生活,3003
混成,101
初期,3764
ピジン,6
簡略,182
とる,975
やがて,1138
増え,1627
くる,1615
クレオール,33
新しい,2230
比べ,2075
何より,37
きちんと,104
だっ,11900
個,2243
独立,4142
みなし,245
差し支え,26
違い,2222
しばしば,1983
隔たり,33
み,2285
土地,1428
言葉,3206
採用,5730
欧州,1546
知識,1248
ルネサンス,306
印刷,1060
術,460
改革,1410
各国,1615
際,7375
連続,2617
持た,1651
なかっ,14076
筆記,154
標準,2954
法,12167
定まっ,137
いき,631
制定,1649
出版,2966
物,6760
徐々に,1101
あれ,2011
中央,5038
公的,447
統制,447
機関,5921
置い,992
主導,747
いずれ,3076
せよ,621
成立,3266
国民,3568
せる,6927
うえ,623
ピース,134
いっ,4461
最も,5011
誕生,1971
瞬間,384
とらえ,158
ニカラグア,146
子供,1928
達,1653
1970,2113
後半,2496
生得,30
裏付ける,56
千,1746
百,1684
言わ,3180
1939,360
L,1012
H,1249
グレイ,35
2796,2
1979,885
マイヤー,42
4200,18
5600,21
三省堂,16
編,858
8000,411
超,2316
扱っ,444
正確,1142
数える,178
ほぼ,3722
不可能,1138
未,1401
発見,3252
つつ,2334
原理,1340
隣り,68
合っ,213
とき,6133
難しい,807
言い換え,70
よい,1227
たとえば,1506
旧,4836
ユーゴスラビア,406
属し,584
セルビア,466
クロアチア,298
ボスニア・ヘルツェゴビナ,157
モンテネグロ,141
似通っ,63
学術,524
扱わ,958
政治,4903
統一,2398
これら,8362
1991,1274
紛争,775
崩壊,1579
地方,6371
ボスニア,76
三,8302
2006,3122
地,7479
呼び,1233
イギリス,5388
英,1636
中国,6004
北京,562
元,6710
話,3113
中国語,211
上海,458
広東,206
遠隔,195
差異,405
会話,368
ほど,4467
すべて,4119
どう,1646
判定,609
基準,2019
提唱,871
言う,2557
別言,12
距離,2551
伝える,443
情報,5163
範囲,1899
確定,774
しよ,1800
技術,5643
難し,71
とどまら,136
直面,160
B,2812
聞き取れ,11
もう,1103
広がり,433
す,1784
べき,3101
まったく,493
決め,1224
際し,19
理屈,45
あえて,245
押し通す,2
現実,1231
アイデンティティ,95
深く,578
設けよ,11
賛成,332
得,5153
強い,2825
反発,722
受ける,1799
そうした,531
誤り,487
論拠,56
もっ,1200
結局,1046
慣習,397
に従って,514
ごと,2280
二つ,1216
第,27047
なんら,33
二,11629
まず,1378
非,3794
同系,57
選定,481
よる,2836
秤,10
にかけて,3212
思っ,622
同士,1211
恣意,86
一方,7630
たとえ,283
話さ,286
みなさ,586
事実,2504
有る,135
甘粛,61
省,2085
住む,535
少数,833
ユーグ,3
西部,1234
テュルク,161
東部,1064
モンゴル,1139
両者,1118
意識,1464
別々,291
海南,43
島,3871
すむ,34
臨高,2
籍,262
漢,1268
漢語,240
どおり,152
タイ・カダイ,2
判断,1599
変更,5865
併用,521
珍しい,364
さほど,122
与え,4568
単に,1398
書か,1968
過ぎ,1115
何,3082
上記,2027
キリル,151
両国,647
仲,277
極度,109
悪化,880
デーヴァナーガリー,19
ヒンディー,54
ウルドゥー,43
パキスタン,414
ヒンドゥスターニー,13
多い,11564
図,1558
通り,4081
中華人民共和国,799
中華民国,457
台湾,1208
それに,60
シンガポール,199
すぎ,687
12,10632
下位,413
合計,947
たる,579
下,6174
位,6522
スペイン,1819
大陸,2157
発祥,398
17,4020
新大陸,74
植民,1212
経,3246
南ア,28
メリカ,8
南部,1981
広大,443
2007,3187
年度,3962
国々,320
19,4607
カ国,369
のぼる,129
ポルトガル,967
合わせ,2155
領域,2277
ラテンアメリカ,257
同じく,1801
挙げ,2815
クルアーン,138
イスラム,1292
全域,568
とくに,464
アフリカ,1577
中東,564
23,2832
のぼっ,37
ひとつ,1996
アラブ,1321
ただし,7077
フスハー,16
アーンミーヤ,15
分かれ,845
わか,43
人口,3572
55,711
ヵ国,63
もっとも,1119
有力,1008
アメリカ合衆国,2299
覇権,149
最,1694
伴い,2174
ビジネス,596
場面,622
どうし,62
住民,1434
交渉,1195
力,7292
増大,770
傾向,2464
次ぐ,561
西洋,1045
9000,291
トップ,1185
10,15992
入ら,154
29,2243
ちなみに,639
国連,1004
ロシア,3607
安全,1963
保障,1014
理事,1029
会,9135
常任,211
加え,3634
要素,2811
カナダ,786
ベルギー,385
フラ,42
ワロン,19
オランダ,1230
対立,1775
戦争,6158
激化,233
及ぼす,260
珍しく,348
東,3955
西,3362
ベンガル,122
同格,72
国語,282
求め,2391
運動,4441
最終,3256
バングラデシュ,121
自治,940
権,6240
たり,7579
設立,3038
度,6255
併存,44
連邦,2594
スイス,659
1848,120
憲法,2615
イタリア,2405
制,4549
1938,296
ロマンシュ,6
不満,512
なだめる,9
政策,2587
よく,2979
1956,558
区分,1608
州,6135
再編,421
取っ,1082
部族,767
層,2479
分,7207
減少,2035
とれ,133
つまり,1759
通用,304
来,1325
政府,6379
文書,1576
そのまま,2003
分離,1683
あらわれ,124
宗主,145
学校,3991
教育,4100
教授,994
かけ離れ,93
穴,493
埋める,96
首都,2005
強大,160
覆う,130
遅れ,878
反対,2228
エリート,122
権力,1112
源泉,97
事情,875
心理,1016
及び,4144
神経,572
機能,6396
ヒト,531
固有,749
例外,1112
除き,908
モデル,2427
作り,866
にくい,675
脳,755
梗塞,55
局所,285
破壊,1600
症例,64
損傷,285
被験者,51
呈示,26
干渉,327
効果,2719
き,8093
1980,2536
イメージング,13
手法,1882
加わり,205
課題,610
行っ,7604
ブローカ,5
ウェルニッケ,4
シルヴィウス,1
裂,64
囲む,97
広い,757
縁,599
回,7322
角,1498
聴覚,109
野,532
感覚,550
左,1332
前頭,61
前野,16
左下,38
側,7766
頭,1593
わたっ,86
各部,61
違っ,405
タイプ,1356
失語,6
出現,965
付近,2224
生じる,1232
自発,188
流暢,32
復唱,5
書,3855
障害,2087
左側,343
葉,864
不良,334
右,1564
利き,44
半球,81
優位,458
抑揚,17
プロソディ,1
把握,385
比喩,127
認識,1876
紡錘,16
状,1765
後,23731
関与,672
漢字,1680
表意,36
ひ,517
ら,6501
表音,108
部位,221
多方面,51
個人,2322
全体,3722
知的,424
乖離,89
読字,3
ウィリアムズ,143
症候群,143
自閉症,21
個体,443
ヒント,124
環境,3159
聴取,128
自力,132
見出し,242
＝,3433
遺伝,430
備え,1288
教わら,3
詳しく,526
近赤外線,15
分光,109
生後,90
～,1457
日,51073
新生児,44
順,1253
聞い,487
ほう,1150
外国,1982
母国,104
皮質,30
血,650
流,1196
増加,2919
大きかっ,204
報告,1830
Peña,1
PNAS,4
2003,2447
出産,182
母体,205
聴い,125
示唆,419
ほん,172
にっぽん,54
日本人,1590
法令,470
規定,2610
文,2046
全て,4378
各種,1263
定め,2469
教え,758
唯一,1885
統計,1209
国外,752
日系,183
かつて,3844
統治,1353
約,8278
億,3919
上位,1159
以内,596
入る,2205
人数,411
育っ,187
反映,720
2017,2007
月,62954
インターネット,1266
マレー,117
次いで,739
番目,1196
っ,246
ん,3127
母音,602
開,591
音節,344
性格,959
強く,1758
含め,2588
モーラ,37
アクセント,287
高低,169
元来,308
古い,1072
大和言葉,20
原則,1867
節,2053
主語,112
修飾,172
述語,517
語順,67
被,553
位置,4446
名詞,355
格,724
語尾,111
助詞,85
後ろ,344
付け加える,32
SOV,20
型,7807
形態,1823
古来,350
和語,42
字音,30
外来,272
混ざっ,54
混種,5
音読み,47
意,770
漢文,101
を通して,758
渡来,115
派生,696
過半数,201
語種,11
待遇,209
敬語,37
叙述,74
人物,2990
微妙,185
とりわけ,434
琉球,478
著しい,223
近世,336
中期,586
京都,3294
地位,1343
後期,1113
江戸,3116
高め,406
明治,4811
東京,10145
山の手,25
中流,111
階級,801
基盤,793
複雑,1451
国字,46
含む,4307
訓読み,26
平仮名,138
片仮名,132
常に,1096
組み合わせ,1335
ローマ字,251
医学,990
科学,4232
多用,455
書き,788
横書き,32
子音,343
＋,273
分かり,200
やすい,1759
直音,6
拗音,26
組み立て,165
伴っ,704
高,4590
調査,3021
問わ,702
未だ,230
基づい,1220
ないし,574
定める,744
直接,2692
記さ,837
裁判所,1050
74,275
条,3499
活字,159
振興,549
9,11733
当然,581
法文,17
映画,6695
放送,6803
小説,3246
漫画,5927
新聞,1629
ドラマ,1195
訳し,141
字幕,216
当て,396
受け手,33
作成,1915
原語,85
向け,4133
論文,1020
もしくは,1797
在住,339
限ら,1639
対象,4022
中南米,115
ペルー,385
ブラジル,780
ボリビア,203
ドミニカ共和国,30
パラグアイ,178
ハワイ,491
移民,674
世,3815
世代,1229
下る,137
したがっ,130
実情,125
太平洋戦争,398
終結,646
朝鮮,1950
総督,335
府,1857
朝鮮半島,421
満州,527
樺太,236
庁,625
サハリン,37
南洋,42
マリアナ,63
パラオ,61
マーシャル,120
ミクロネシア,104
受け,8590
記憶,1180
話す,288
先住民,337
宜,42
蘭,233
タイヤル,7
アンガウル,1
経緯,889
象徴,877
留まっ,277
2015,2408
365,132
のぼり,54
95,573
インドネシア,380
75,555
大韓民国,161
56,476
36,787
22,2857
東アジア,305
東南アジア,392
8,14262
割,1275
137,106
か国,387
及ん,274
アジア,1691
16,5203
上っ,124
本土,600
いっぽう,77
明らか,1920
解明,338
目途,40
立っ,514
総合,1797
結論,444
仮説,482
いまだ,144
総意,18
得る,1969
至っ,1160
アルタイ,90
諸語,251
時代,14906
末,2404
注目,1139
根拠,818
語頭,57
r,272
音,3347
立た,96
一種,929
調和,302
自体,2311
互い,169
親族,160
したがって,1073
もた,125
南方,268
オーストロネシア,29
に関する,4324
指摘,2218
十分,1171
推定,923
ドラヴィダ,42
認める,563
大野,153
晋,300
タミル,49
唱える,210
比較,1841
#,1067
クレオールタミル,1
いえ,1055
を通じて,1397
書面,48
語法,98
模倣,226
通じ,435
文体,136
文明,940
に対し,3728
声調,120
相違,327
関連,2658
認め,3539
アイヌ,271
似る,39
抱合,9
閉音,21
不充分,16
目下,29
ところ,3238
乏しい,203
上述,508
高句麗,116
数詞,64
いわ,2362
実態,381
分かっ,395
現時点,132
がたい,122
レプチャ,2
過去,2036
偽,284
範疇,194
収まる,69
列島,357
王国,1889
言,168
ないしは,159
まとめ,1016
意見,1527
見解,891
分かれる,389
項目,1001
ぽん,29
本,11865
ぽ,45
捉え,485
まとめる,146
なら,7317
拍,202
称し,853
大体,68
仮名,316
即し,56
単音,25
見出す,82
後続,214
自ら,2408
終わっ,976
ゆえ,434
特殊,1594
111,99
程度,3978
数え,436
少し,757
ずつ,1121
行,2075
鼻音,47
鼻濁音,14
何ら,106
弁別,37
提供,2750
単なる,494
異,603
そこで,1252
除外,268
103,469
表,2300
シェ,2
チェ,9
ツァ・ツェ・ツォ,1
ティ,10
ファ・フィ・フェ・フォ,1
含める,383
変わっ,697
ヴァ・ヴィ・ヴ・ヴェ・ヴォ,1
バ,8
増える,342
五十音,129
みる,516
少なから,208
平安,664
さかのぼる,101
あ,576
え,1021
お,2229
表さ,829
近い,2313
̈,1
舌,140
寄り,911
̠,1
̜,1
弱め,111
円,6045
唇,139
̹,1
強め,295
˕,1
˔,1
IPA,43
中間,1256
当たる,538
半,1610
狭,97
広,406
弱まり,22
張,355
ニュートラル,11
ほんの,103
僅か,341
突き出し,36
微,124
連関,34
平,665
現行,625
カテゴリー,247
入れ,1665
法則,1225
適っ,12
融合,584
未だに,169
ɯᵝ,1
行なわ,611
弱,460
強調,608
使う,2238
本来,1852
i,903
u,193
減衰,116
残存,237
かつ,1754
やや,802
有する,1564
外れる,76
限り,1669
稀,456
唇音,10
近づく,174
西日本,980
奥,368
丸め,34
コーヒー,204
ひい,17
ー,527
長音,48
鳥,566
トリ,80
トーリ,17
有無,335
特定,2434
長,5224
相当,2102
えい,263
おう,103
ええ,24
おお,160
けい,319
こう,928
付い,476
衛星,1748
応答,253
政党,1170
エーセー,1
オートー,1
セートー,1
九州,1329
四国,768
紀伊,222
半島,900
思う,402
問う,154
必ず,753
重母音,32
軟骨,22
魚,801
エイ,53
丁寧,89
挟ま,208
イ,85
ウ,31
です,1099
ます,1013
菊,100
深い,769
放つ,130
秋,1242
核,2041
速,504
近畿,493
起こら,139
近似,680
鼻,272
主流,1372
学説,245
ま,738
わ,623
濁音,45
ざ,25
ぱ,16
ワ,42
ヤ,30
応じ,1373
変,510
解釈,1604
ナ,39
n,1131
両方,894
いっそう,57
様相,215
呈する,113
後述,1850
口蓋,41
省略,608
のら,27
あらっ,1
？,406
現れる,768
はじく,12
共有,907
もう少し,55
空気,1498
通り道,27
狭い,382
接近,597
言え,923
軟口蓋,24
調音,30
配列,1025
特別,2997
ウィ,5
ウェ,4
ウォ,5
ウイ,1
ウエ,1
ウオ,11
破裂,94
代わり,1547
破,122
擦,51
いつ,233
手術,368
しゅじゅ,1
ぢ,162
づ,20
じ,1211
同音,88
帰し,45
独特,741
音色,318
硬,183
近づける,60
一般に,187
具合,154
来る,467
段,1198
ゃ,27
ゅ,82
ょ,43
きゃ,1
記す,469
ぇ,15
ち,875
スィ,2
ディ,5
ズィ,1
り,731
じき,27
ふ,268
→,1939
名残り,41
奈良,1259
p,719
名残,240
に関して,2677
ハ,234
パ,188
現れ,1334
連濁,3
b,607
変わり,338
門,952
限れ,46
h,1223
変わる,501
直感,153
合理,411
表し,756
うる,904
ァ,14
ィ,6
ェ,9
ォ,3
添え,203
ファ,140
ツァ,7
おとっつぁん,1
ごっつぁん,1
フィ,2
ツィ,3
チ,19
トゥ,11
ドゥ,1
近く,1580
促音,30
撥音,16
前節,41
併せ,524
単独,945
声門,17
閉鎖,575
文末,30
ピッチ,168
上下,864
決まっ,636
定まる,154
少なく,1840
雨,791
飴,25
ア,42
＼,13
メ,26
／,481
平板,27
上昇,1041
下降,167
決まる,318
箸,54
橋,1340
端,759
シ,285
付く,271
シガ,2
ガ,183
下がる,183
場所,3184
直後,1418
下がり目,5
滝,155
いい,1688
下げ,288
箇所,921
一度,371
下がっ,141
上がる,288
○,1162
なし,1217
○○○、○○、○○、○○,1
最後,3125
尾高,11
中高,33
起伏,72
式,8900
無,1989
呼ん,1370
文節,27
る,676
除く,1570
文中,84
かい,430
しるし,27
こ,653
たま,153
区切ら,76
まとまり,109
句,314
始め,3527
音調,12
切れ目,30
やすく,811
担っ,521
固定,1550
最初,4731
平ら,86
従って,556
低,2018
同時に,2902
私,1601
読む,483
I,1293
read,17
a,1122
book,9
.」,92
SVO,14
動詞,328
目的,4599
ならっ,65
必須,456
形容詞,185
助動詞,44
S,1861
‐,159
V,1938
P,1338
述,67
考える,1703
適当,426
なす,377
文型,27
SVC,10
SV,20
分ける,424
本質,500
初学,13
am,15
president,5
happy,1
調子,129
go,50
誤っ,287
作文,42
別に,736
題目,48
部,10767
題,143
採る,126
きわめて,291
主題,511
明示,327
三上,17
章,1158
what,5
we,13
are,28
talking,2
about,10
混同,337
動作,1820
作用,1845
主体,1013
これから,163
見える,974
客体,40
象,137
示し,2033
兼ねる,92
何とも,10
役目,215
未知,145
既知,135
前者,732
佐藤,645
後者,970
誰,890
田中,701
疑問,516
詞,128
優勢,255
分布,944
ベトナム,926
タガログ,11
長い,1572
捉える,206
そもそも,487
見方,516
成り立つ,566
ここ,3886
廃止,3745
やめる,54
提案,1402
甲,490
乙,237
ニ,310
丙,81
ヲ,212
紹介,1490
優劣,71
シタ,1
補足,80
補語,11
人称,40
呼応,100
考え方,899
従え,112
うまく,331
付け足す,2
考えれ,141
見なし,157
今日,1581
作業,1574
有用,281
項,2634
見なす,160
生成,1651
鈴木,764
重幸,7
統語,35
学派,377
森,1028
重敏,1
骨子,35
かなり,1238
異に,65
伝統,2192
教科書,304
付け加わっ,2
成り立た,120
成分,955
中学校,563
連用,21
連体,41
接続,3229
並立,97
連文節,10
五つ,76
載せ,242
図書,176
四,3082
社,4891
単文節,7
「－,4
主部,9
最大,3779
従い,21
ことに,61
降る,173
学生,1361
成り立っ,169
役,1841
重視,1251
用言,9
係る,148
自立,256
兄,716
弟,805
算数,39
教える,139
かかる,850
みっちり,4
熱心,343
欠く,109
伝わら,35
欠い,117
それほど,404
支障,201
根幹,111
補充,146
限っ,255
称す,31
る説,7
体言,10
動く,374
歩道,119
赤い,327
髪,169
飾り,133
瞳,62
康之,6
高橋,640
太郎,582
泰,236
付与,483
そのもの,1503
どんな,300
限定,1573
疲れ,78
動け,29
買い,175
たい,2127
金,3590
あと,924
論理,1150
晴れ,122
だから,108
ピクニック,21
行こ,82
君,600
若い,556
のに,617
なぜ,351
絶望,139
なのに,1
つなぐ,132
品詞,80
接続詞,7
はい,97
まし,492
姉さん,18
行く,790
新鮮,69
命,823
係っ,4
係り,7
感動,134
呼びかけ,282
提示,663
該当,838
形容動詞,45
語幹,63
ミカン,70
リンゴ,122
買う,122
琵琶湖,226
冬,992
冷たく,39
厳しい,566
まとまっ,150
働き,484
to,231
library,10
前置詞,16
付け加え,111
図書館,915
どちら,1166
状態,6255
加わる,264
工藤,79
真由美,12
事柄,151
成り立ち,82
参加,3803
補う,180
明日,81
運動会,56
出来事,486
有様,62
状況,2889
原因,1993
体力,240
向上,1950
含ん,676
内的,56
属性,269
とりまき,1
額縁,6
置か,1644
一致,1184
つねに,54
ぐんぐん,2
進む,805
白い,318
雲,647
長大,169
短歌,71
冒頭,337
ひと,241
法律,1892
翻訳,1193
挟み,67
文意,6
取り,740
にくく,300
前文,70
一節,85
とある,75
われ,105
信ずる,20
いづれ,5
介在,57
読み,719
慣れ,98
なけれ,3053
英訳,112
We,33
hold,3
"""（",457
合う,275
対照,393
置,80
袋小路,7
(),1297
馬,3313
納屋,12
そば,219
走らさ,1
誤解,422
The,775
horse,2
raced,1
past,2
barn,3
崩れ,170
素早く,98
走り抜け,3
読める,73
犬,454
なれ,388
副詞,28
連体詞,4
もっぱら,256
対,2866
では,156
形作る,30
俗,287
事物,149
様子,606
いくらでも,20
挙がり,8
橋本,608
進吉,6
にあたり,652
踏み込ま,6
太陽,1626
輝く,103
ぎらぎら,2
付属,544
辞,373
接辞,19
次々,783
つけ足し,1
活用,972
代名詞,148
副,1729
命令,1530
終止,53
時枝,5
誠記,4
否定,1489
ことば,84
用,9351
類,2529
大ざっぱ,6
多かっ,1447
指す,2835
一物,8
着目,256
ていう,11
春,1299
買っ,253
やる,246
太字,228
種々,150
終わり,702
詠嘆,1
禁止,1826
気分,120
意図,909
終,185
くっつき,9
係,115
全部,323
けれども,70
並べ立てる,2
だり,275
気,946
引か,117
泣か,4
花,1261
笑っ,77
さあ,20
出かけよ,3
もうすぐ,11
加える,464
態,75
受け身,21
使役,43
ヴォイス,2
極性,107
肯定,259
決定,3885
ポラリティ,1
時制,28
テンス,3
相,1581
アスペクト,109
推量,4
断定,77
ムード,43
山田,474
孝雄,52
出さ,876
複,177
接尾,83
らしい,337
むすび,10
コピュラ,4
